2285,1663708158026,1663708159179,1663708159068,1663708159068,1663708159279
2214,1663708161353,1663708162459,1663708162446,1663708162446,1663708162559
2214,1663708164571,1663708165677,1663708165674,1663708165674,1663708165777
2215,1663708167788,1663708168894,1663708168881,1663708168881,1663708168994
2214,1663708171006,1663708172113,1663708172100,1663708172101,1663708172213
2214,1663708174223,1663708175329,1663708175317,1663708175317,1663708175429
2213,1663708177441,1663708178546,1663708178534,1663708178535,1663708178646
2214,1663708180656,1663708181762,1663708181751,1663708181751,1663708181862
2214,1663708183872,1663708184978,1663708184966,1663708184966,1663708185078
2213,1663708187089,1663708188195,1663708188182,1663708188182,1663708188295
2214,1663708190305,1663708191411,1663708191403,1663708191403,1663708191511
2213,1663708193521,1663708194627,1663708194619,1663708194619,1663708194727
2214,1663708196737,1663708197843,1663708197835,1663708197836,1663708197943
2213,1663708199954,1663708201060,1663708201044,1663708201044,1663708201160
2213,1663708203170,1663708204276,1663708204263,1663708204263,1663708204376
2213,1663708206386,1663708207492,1663708207490,1663708207490,1663708207592
2214,1663708209602,1663708210708,1663708210707,1663708210708,1663708210808
2213,1663708212818,1663708213924,1663708213910,1663708213910,1663708214024
2214,1663708216033,1663708217139,1663708217128,1663708217128,1663708217239
2213,1663708219249,1663708220355,1663708220339,1663708220339,1663708220455
2214,1663708222465,1663708223571,1663708223549,1663708223549,1663708223671
2214,1663708225681,1663708226787,1663708226786,1663708226786,1663708226887
2213,1663708228898,1663708230004,1663708229996,1663708229996,1663708230104
2213,1663708232114,1663708233220,1663708233205,1663708233205,1663708233320
2213,1663708235329,1663708236435,1663708236424,1663708236424,1663708236535
2214,1663708238547,1663708239653,1663708239641,1663708239641,1663708239753
2214,1663708241763,1663708242869,1663708242853,1663708242854,1663708242969
2215,1663708244979,1663708246086,1663708246075,1663708246075,1663708246186
2214,1663708248196,1663708249302,1663708249289,1663708249289,1663708249402
2213,1663708251413,1663708252519,1663708252516,1663708252517,1663708252619
2215,1663708254629,1663708255735,1663708255723,1663708255723,1663708255835
2213,1663708257848,1663708258954,1663708258950,1663708258950,1663708259054
2214,1663708261064,1663708262170,1663708262169,1663708262169,1663708262270
2214,1663708264279,1663708265385,1663708265370,1663708265370,1663708265485
2214,1663708267495,1663708268601,1663708268589,1663708268589,1663708268701
2214,1663708270712,1663708271818,1663708271806,1663708271807,1663708271918
2212,1663708273928,1663708275034,1663708275022,1663708275022,1663708275134
2213,1663708277142,1663708278247,1663708278234,1663708278234,1663708278347
2213,1663708280357,1663708281463,1663708281451,1663708281451,1663708281563
2212,1663708283572,1663708284677,1663708284674,1663708284674,1663708284777
2212,1663708286786,1663708287892,1663708287883,1663708287883,1663708287992
2213,1663708290001,1663708291106,1663708291094,1663708291094,1663708291206
2213,1663708293216,1663708294322,1663708294317,1663708294317,1663708294422
2214,1663708296434,1663708297540,1663708297529,1663708297529,1663708297640
2213,1663708299649,1663708300755,1663708300743,1663708300743,1663708300855
2213,1663708302864,1663708303970,1663708303963,1663708303963,1663708304070
2213,1663708306080,1663708307186,1663708307178,1663708307178,1663708307286
2214,1663708309295,1663708310401,1663708310388,1663708310388,1663708310501
2214,1663708312510,1663708313616,1663708313604,1663708313605,1663708313716
2213,1663708315726,1663708316832,1663708316818,1663708316819,1663708316932
2213,1663708318941,1663708320047,1663708320035,1663708320036,1663708320147
2213,1663708322156,1663708323262,1663708323239,1663708323240,1663708323362
2213,1663708325371,1663708326477,1663708326469,1663708326470,1663708326577
2214,1663708328586,1663708329692,1663708329689,1663708329689,1663708329792
2213,1663708331802,1663708332908,1663708332897,1663708332897,1663708333008
2213,1663708335017,1663708336123,1663708336116,1663708336116,1663708336223
2214,1663708338232,1663708339338,1663708339323,1663708339323,1663708339438
2214,1663708341447,1663708342553,1663708342540,1663708342540,1663708342653
2214,1663708344663,1663708345769,1663708345756,1663708345756,1663708345869
2214,1663708347878,1663708348984,1663708348970,1663708348970,1663708349084
2213,1663708351094,1663708352200,1663708352188,1663708352189,1663708352300
2214,1663708354309,1663708355415,1663708355409,1663708355410,1663708355515
2214,1663708357524,1663708358630,1663708358616,1663708358616,1663708358730
2214,1663708360743,1663708361849,1663708361837,1663708361838,1663708361949
2213,1663708363960,1663708365066,1663708365050,1663708365050,1663708365166
2214,1663708367174,1663708368280,1663708368269,1663708368269,1663708368380
2212,1663708370390,1663708371496,1663708371484,1663708371484,1663708371596
2213,1663708373604,1663708374710,1663708374699,1663708374699,1663708374810
2213,1663708376818,1663708377923,1663708377911,1663708377912,1663708378023
2212,1663708380034,1663708381140,1663708381125,1663708381125,1663708381240
2212,1663708383248,1663708384353,1663708384341,1663708384341,1663708384453
2213,1663708386461,1663708387567,1663708387555,1663708387555,1663708387667
2212,1663708389675,1663708390780,1663708390767,1663708390767,1663708390880
2213,1663708392889,1663708393995,1663708393984,1663708393984,1663708394095
2213,1663708396103,1663708397208,1663708397197,1663708397197,1663708397308
2213,1663708399318,1663708400424,1663708400416,1663708400417,1663708400524
2213,1663708402532,1663708403637,1663708403625,1663708403626,1663708403737
2213,1663708405746,1663708406852,1663708406839,1663708406840,1663708406952
2212,1663708408961,1663708410066,1663708410051,1663708410051,1663708410166
2213,1663708412175,1663708413281,1663708413268,1663708413268,1663708413381
2214,1663708415389,1663708416495,1663708416482,1663708416482,1663708416595
2213,1663708418604,1663708419710,1663708419701,1663708419701,1663708419810
2213,1663708421819,1663708422925,1663708422912,1663708422912,1663708423025
2213,1663708425033,1663708426139,1663708426125,1663708426125,1663708426239
2214,1663708428248,1663708429354,1663708429344,1663708429344,1663708429454
2213,1663708431464,1663708432570,1663708432553,1663708432553,1663708432670
2214,1663708434678,1663708435784,1663708435771,1663708435771,1663708435884
2213,1663708437893,1663708438999,1663708438983,1663708438983,1663708439099
2214,1663708441109,1663708442215,1663708442202,1663708442202,1663708442315
2213,1663708444325,1663708445431,1663708445420,1663708445420,1663708445531
2213,1663708447540,1663708448646,1663708448635,1663708448635,1663708448746
2213,1663708450754,1663708451860,1663708451844,1663708451844,1663708451960
2214,1663708453969,1663708455075,1663708455060,1663708455060,1663708455175
2213,1663708457184,1663708458290,1663708458279,1663708458279,1663708458390
2214,1663708460398,1663708461504,1663708461503,1663708461503,1663708461604
2213,1663708463614,1663708464720,1663708464705,1663708464705,1663708464820
2214,1663708466829,1663708467935,1663708467923,1663708467923,1663708468035
2213,1663708470044,1663708471150,1663708471137,1663708471137,1663708471250
2214,1663708473258,1663708474364,1663708474352,1663708474352,1663708474464
2214,1663708476474,1663708477580,1663708477568,1663708477569,1663708477680
2213,1663708479689,1663708480795,1663708480780,1663708480780,1663708480895
2212,1663708482903,1663708484008,1663708483996,1663708483996,1663708484108
2221,1663708486116,1663708487230,1663708487222,1663708487222,1663708487330
2214,1663708489338,1663708490444,1663708490431,1663708490431,1663708490544
2213,1663708492553,1663708493659,1663708493647,1663708493648,1663708493759
2212,1663708495767,1663708496872,1663708496858,1663708496858,1663708496972
2214,1663708498980,1663708500086,1663708500076,1663708500076,1663708500186
2212,1663708502195,1663708503300,1663708503298,1663708503299,1663708503400
2213,1663708505408,1663708506514,1663708506501,1663708506502,1663708506614
2214,1663708508622,1663708509728,1663708509724,1663708509725,1663708509828
2214,1663708511837,1663708512943,1663708512929,1663708512930,1663708513043
2214,1663708515052,1663708516158,1663708516135,1663708516136,1663708516258
2213,1663708518267,1663708519373,1663708519355,1663708519356,1663708519473
2213,1663708521482,1663708522588,1663708522575,1663708522576,1663708522688
2214,1663708524696,1663708525802,1663708525789,1663708525790,1663708525902
2213,1663708527911,1663708529017,1663708529004,1663708529004,1663708529117
2213,1663708531125,1663708532231,1663708532218,1663708532218,1663708532331
2213,1663708534339,1663708535445,1663708535440,1663708535440,1663708535545
2213,1663708537554,1663708538660,1663708538649,1663708538650,1663708538760
2213,1663708540768,1663708541874,1663708541863,1663708541863,1663708541974
2213,1663708543982,1663708545088,1663708545081,1663708545081,1663708545188
2214,1663708547196,1663708548302,1663708548291,1663708548291,1663708548402
2213,1663708550411,1663708551517,1663708551505,1663708551505,1663708551617
2213,1663708553625,1663708554731,1663708554723,1663708554723,1663708554831
2213,1663708556839,1663708557945,1663708557932,1663708557933,1663708558045
2215,1663708560053,1663708561159,1663708561146,1663708561147,1663708561259
2213,1663708563269,1663708564375,1663708564362,1663708564363,1663708564475
2214,1663708566484,1663708567590,1663708567569,1663708567569,1663708567690
2213,1663708569699,1663708570805,1663708570794,1663708570794,1663708570905
2214,1663708572914,1663708574020,1663708574023,1663708574023,1663708574120
2212,1663708576129,1663708577234,1663708577218,1663708577219,1663708577334
2212,1663708579342,1663708580448,1663708580431,1663708580431,1663708580548
2212,1663708582559,1663708583664,1663708583653,1663708583653,1663708583764
2214,1663708585772,1663708586878,1663708586881,1663708586881,1663708586978
2212,1663708588987,1663708590092,1663708590079,1663708590079,1663708590192
2212,1663708592200,1663708593306,1663708593292,1663708593292,1663708593406
2212,1663708595413,1663708596518,1663708596517,1663708596517,1663708596618
2213,1663708598626,1663708599732,1663708599708,1663708599708,1663708599832
2212,1663708601840,1663708602945,1663708602933,1663708602933,1663708603045
2213,1663708605053,1663708606159,1663708606143,1663708606143,1663708606259
2213,1663708608267,1663708609373,1663708609351,1663708609351,1663708609473
2213,1663708611482,1663708612588,1663708612571,1663708612571,1663708612688
2214,1663708614695,1663708615801,1663708615788,1663708615788,1663708615901
2213,1663708617910,1663708619016,1663708619006,1663708619006,1663708619116
2213,1663708621124,1663708622230,1663708622215,1663708622215,1663708622330
2214,1663708624338,1663708625444,1663708625433,1663708625433,1663708625544
2214,1663708627553,1663708628659,1663708628654,1663708628654,1663708628759
2216,1663708630768,1663708631877,1663708631865,1663708631865,1663708631977
2213,1663708633985,1663708635091,1663708635080,1663708635080,1663708635191
2214,1663708637199,1663708638305,1663708638293,1663708638293,1663708638405
2213,1663708640414,1663708641520,1663708641506,1663708641506,1663708641620
2213,1663708643628,1663708644734,1663708644733,1663708644733,1663708644834
2213,1663708646842,1663708647948,1663708647936,1663708647936,1663708648048
2214,1663708650056,1663708651162,1663708651151,1663708651151,1663708651262
2214,1663708653270,1663708654376,1663708654362,1663708654363,1663708654476
2213,1663708656485,1663708657591,1663708657579,1663708657579,1663708657691
2213,1663708659699,1663708660805,1663708660794,1663708660794,1663708660905
2213,1663708662913,1663708664019,1663708664007,1663708664008,1663708664119
2214,1663708666127,1663708667233,1663708667232,1663708667233,1663708667333
2213,1663708669344,1663708670450,1663708670433,1663708670434,1663708670550
2214,1663708672558,1663708673664,1663708673651,1663708673652,1663708673764
2213,1663708675773,1663708676878,1663708676865,1663708676865,1663708676978
2212,1663708678998,1663708680104,1663708680096,1663708680096,1663708680204
2213,1663708682211,1663708683316,1663708683303,1663708683303,1663708683416
2213,1663708685425,1663708686531,1663708686526,1663708686526,1663708686631
2212,1663708688639,1663708689744,1663708689730,1663708689730,1663708689844
2213,1663708691852,1663708692958,1663708692950,1663708692950,1663708693058
2213,1663708695066,1663708696171,1663708696158,1663708696158,1663708696271
2212,1663708698280,1663708699386,1663708699363,1663708699364,1663708699486
2213,1663708701493,1663708702598,1663708702586,1663708702586,1663708702698
2213,1663708704707,1663708705813,1663708705794,1663708705794,1663708705913
2212,1663708707921,1663708709026,1663708709012,1663708709012,1663708709126
2213,1663708711134,1663708712240,1663708712226,1663708712226,1663708712340
2214,1663708714348,1663708715454,1663708715442,1663708715442,1663708715554
2213,1663708717563,1663708718669,1663708718661,1663708718661,1663708718769
2213,1663708720777,1663708721882,1663708721871,1663708721871,1663708721982
2213,1663708723991,1663708725097,1663708725086,1663708725087,1663708725197
2213,1663708727205,1663708728311,1663708728303,1663708728303,1663708728411
2214,1663708730419,1663708731525,1663708731507,1663708731507,1663708731625
2214,1663708733634,1663708734740,1663708734727,1663708734727,1663708734840
2214,1663708736848,1663708737954,1663708737942,1663708737942,1663708738054
2214,1663708740063,1663708741169,1663708741158,1663708741158,1663708741269
2213,1663708743278,1663708744384,1663708744373,1663708744373,1663708744484
2214,1663708746494,1663708747600,1663708747600,1663708747600,1663708747700
2214,1663708749709,1663708750815,1663708750803,1663708750803,1663708750915
2214,1663708752923,1663708754029,1663708754018,1663708754018,1663708754129
2214,1663708756138,1663708757244,1663708757233,1663708757233,1663708757344
2213,1663708759353,1663708760459,1663708760447,1663708760447,1663708760559
2214,1663708762567,1663708763673,1663708763658,1663708763658,1663708763773
2214,1663708765782,1663708766888,1663708766875,1663708766876,1663708766988
2214,1663708768996,1663708770102,1663708770089,1663708770090,1663708770202
2213,1663708772211,1663708773317,1663708773317,1663708773317,1663708773417
2213,1663708775425,1663708776531,1663708776524,1663708776525,1663708776631
2213,1663708778639,1663708779745,1663708779734,1663708779734,1663708779845
2212,1663708781853,1663708782958,1663708782945,1663708782946,1663708783058
2213,1663708785066,1663708786172,1663708786161,1663708786161,1663708786272
2213,1663708788280,1663708789385,1663708789373,1663708789373,1663708789485
2213,1663708791494,1663708792600,1663708792592,1663708792592,1663708792700
2213,1663708794708,1663708795813,1663708795798,1663708795798,1663708795913
2212,1663708797922,1663708799028,1663708799017,1663708799017,1663708799128
2214,1663708801135,1663708802241,1663708802231,1663708802231,1663708802341
2212,1663708804350,1663708805456,1663708805444,1663708805444,1663708805556
2213,1663708807563,1663708808668,1663708808652,1663708808652,1663708808768
2212,1663708810777,1663708811883,1663708811872,1663708811872,1663708811983
2215,1663708813990,1663708815095,1663708815086,1663708815086,1663708815195
2213,1663708817206,1663708818312,1663708818304,1663708818305,1663708818412
2214,1663708820420,1663708821526,1663708821514,1663708821515,1663708821626
2213,1663708823635,1663708824741,1663708824719,1663708824720,1663708824841
2214,1663708826849,1663708827955,1663708827943,1663708827943,1663708828055
2213,1663708830064,1663708831170,1663708831157,1663708831157,1663708831270
2214,1663708833277,1663708834383,1663708834371,1663708834371,1663708834483
2212,1663708836493,1663708837599,1663708837587,1663708837587,1663708837699
2214,1663708839706,1663708840812,1663708840801,1663708840801,1663708840912
2213,1663708842921,1663708844027,1663708844013,1663708844014,1663708844127
2214,1663708846134,1663708847240,1663708847241,1663708847241,1663708847340
2214,1663708849349,1663708850455,1663708850443,1663708850443,1663708850555
2213,1663708852564,1663708853670,1663708853659,1663708853659,1663708853770
2214,1663708855778,1663708856884,1663708856871,1663708856871,1663708856984
2214,1663708858992,1663708860098,1663708860086,1663708860086,1663708860198
2214,1663708862207,1663708863313,1663708863301,1663708863301,1663708863413
